Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Palmitic Acid
Formula,C16H32O2
Molecular Weight (g/mol),256.419
Sample Weight (g),0.9668
Water Temp (deg C),24.30
Room Temp (deg C),23.53
Water Volume (L),2.0
Wire Before (g),0.020
Wire After (g),0.011
=====,=====
Time (s),Temperature (C)
0.00,24.30
30.00,24.30
60.00,24.32
90.00,24.29
120.00,24.32
150.00,24.30
180.00,24.31
210.00,24.29
240.00,24.31
270.00,24.29
300.00,24.31
330.00,25.06
360.00,26.21
390.00,27.03
420.00,27.49
450.00,27.79
480.00,27.95
510.00,28.04
540.00,28.06
570.00,28.09
600.00,28.10
630.00,28.09
660.00,28.09
690.00,28.08
720.00,28.09
750.00,28.08
780.00,28.07
810.00,28.10
840.00,28.09
870.00,28.09
900.00,28.07
930.00,28.06
960.00,28.08
